Identity,Gender,Born_USA?,Ethnicity,Name_Change?,Genre=drama,Birth,Final,Alive,?Films,?FourStar_Films,?Wins,?Noms,FirstFilm_Year,FirstWin_Year,FirstNom_Year
1048,Male,Yes,White,No,Yes,1896,1971,No,25,4,0,0,1949,,
1049,Female,Yes,White,No,Yes,1924,2001,Yes,76,4,0,1,1946,,1958
1050,Female,Yes,White,No,Yes,1914,2001,Yes,40,6,0,1,1940,,1940
1051,Female,Yes,White,No,Yes,1907,1983,No,29,2,0,0,1923,,
1052,Male,Yes,White,No,Yes,1919,1996,No,104,19,1,1,1954,1965,1965
1053,Male,No,White,No,Yes,1918,2001,Yes,76,4,0,0,1948,,
1054,Male,Yes,White,No,No,1928,2001,Yes,82,6,1,3,1959,1994,1988
1055,Male,Yes,White,No,Yes,1942,2001,Yes,53,17,0,0,1963,,
1056,Female,Yes,White,No,Yes,1920,2001,Yes,30,7,0,0,1939,,
1057,Female,Yes,White,Yes,Yes,1906,1987,No,118,13,1,1,1921,1941,1931
1058,Female,Yes,White,No,Yes,1952,2001,Yes,3,1,0,1,1962,,1962
1059,Female,Yes,White,Yes,Yes,1948,2001,Yes,20,3,0,0,1976,,
1060,Female,Yes,White,No,Yes,1907,2001,Yes,45,1,0,0,1928,,
1061,Female,Yes,White,No,Yes,1958,2001,Yes,13,0,0,1,1983,,1986
1062,Female,Yes,White,No,No,1905,1969,No,127,19,0,0,1931,,
1063,Female,No,White,Yes,Yes,1882,1963,No,181,22,0,0,1922,,
1064,Female,Yes,White,No,No,1947,2001,Yes,45,10,0,0,1972,,
1065,Female,Yes,White,No,Yes,1899,1985,No,60,7,0,0,1916,,
1066,Female,Yes,White,No,No,1923,1980,No,13,2,0,0,1938,,
1067,Female,Yes,White,No,Yes,1952,2001,Yes,14,3,0,2,1982,,1990
1068,Female,No,White,Yes,Yes,1893,1979,No,208,8,1,1,1908,1929,1929
1069,Female,Yes,White,No,Yes,1953,2001,Yes,35,4,1,1,1978,1980,1980
1070,Female,Yes,White,No,No,1907,1989,No,122,7,0,0,1934,,
1071,Female,Yes,White,No,No,1936,2001,Yes,37,4,0,1,1959,,1980
1072,Female,No,White,No,Yes,1933,1975,No,10,2,0,1,1955,,1960
1073,Female,Yes,White,No,Yes,1964,2001,Yes,16,3,0,0,1988,,
1074,Male,No,White,No,Yes,1918,2001,Yes,54,6,0,0,1940,,
1075,Male,Yes,White,No,Yes,1953,1994,No,10,1,0,1,1980,,1995
1076,Male,Yes,White,No,Yes,1971,2001,Yes,13,2,0,1,1988,,1997
1077,Female,No,White,No,No,1875,1960,No,103,3,0,0,1918,,
1078,Female,No,White,No,No,1946,2001,Yes,14,2,0,0,1968,,
1079,Female,Yes,White,No,Yes,1952,2001,Yes,3,1,0,0,1962,,
1080,Female,Yes,White,No,Yes,1925,2001,Yes,46,11,1,4,1958,1981,1958
1081,Male,Yes,White,No,Yes,1891,1938,No,58,3,0,0,1928,,
1082,Male,No,White,No,No,1888,1972,No,52,10,0,2,1922,,1930
1083,Male,Yes,White,No,Yes,1910,1985,No,7,4,0,0,1976,,
1084,Male,No,White,No,Yes,1929,2001,Yes,97,17,0,1,1949,,1988
1085,Male,No,White,No,Yes,1901,1975,No,105,15,0,0,1931,,
1086,Male,No,White,No,Yes,1930,2001,Yes,58,10,1,3,1955,1961,1961
1087,Female,Yes,White,No,Yes,1916,1990,No,12,1,0,0,1945,,
1088,Female,No,White,Yes,Yes,1858,1942,No,63,9,0,1,1915,,1933
1089,Female,No,White,No,Yes,1865,1948,No,29,9,0,2,1937,,1937
1090,Female,No,White,No,Yes,1923,2001,Yes,8,3,0,0,1978,,
1091,Female,Yes,White,No,Yes,1960,2001,Yes,20,4,0,1,1980,,1985
1092,Male,Yes,White,Yes,No,1926,2001,Yes,32,5,0,0,1962,,
1093,Female,Yes,White,No,Yes,1957,2001,Yes,37,4,0,1,1973,,1988
1094,Female,Yes,White,No,Yes,1952,2001,Yes,27,4,0,0,1969,,
1095,Female,No,White,No,Yes,1920,1994,No,18,2,0,1,1955,,1960
1096,Female,Yes,White,No,Yes,1939,2001,Yes,35,5,0,2,1969,,1977
1097,Female,Yes,White,No,No,1951,2001,Yes,5,0,0,0,1978,,
1098,Female,Yes,White,No,Yes,1957,2001,Yes,14,3,0,0,1979,,
1099,Male,Yes,White,Yes,Yes,1901,1981,No,90,15,2,3,1931,1963,1963
1100,Female,Yes,White,No,Yes,1918,2001,Yes,33,6,1,2,1949,1949,1949
1101,Female,Yes,White,No,No,1954,2001,Yes,20,3,1,1,1979,1991,1991
1102,Female,No,White,Yes,Yes,1911,1979,No,54,7,0,1,1930,,1935
1103,Female,Yes,White,No,Yes,1949,2001,Yes,44,16,2,12,1977,1979,1978
1104,Male,No,White,Yes,No,1905,1967,No,134,15,0,1,1928,,1936
1105,Male,Yes,White,No,No,1922,2001,Yes,85,6,0,0,1944,,
1106,Male,No,White,Yes,Yes,1933,2001,Yes,96,11,2,5,1956,1986,1966
1107,Male,Yes,White,No,Yes,1935,2001,Yes,38,12,0,0,1970,,
1108,Male,No,White,No,Yes,1891,1955,No,13,1,0,1,1927,,1945
1109,Male,Yes,White,Yes,Yes,1925,2001,Yes,49,2,0,0,1952,,
1110,Male,Yes,White,No,Yes,1927,2001,Yes,63,7,0,0,1959,,
1111,Male,Yes,White,No,Yes,1944,2001,Yes,39,8,1,1,1969,1987,1987
1112,Male,Yes,White,No,Yes,1934,1973,No,22,2,0,1,1960,,1965
1113,Male,Yes,White,No,Yes,1922,2001,Yes,42,6,0,0,1958,,
1114,Male,No,White,No,Yes,1911,1995,No,122,20,0,0,1941,,
1115,Male,Yes,White,Yes,No,1939,2001,Yes,51,5,0,1,1962,,1967
1116,Male,Yes,White,No,Yes,1952,2001,Yes,21,4,0,0,1979,,
1117,Male,Yes,White,No,Yes,1941,2001,Yes,73,9,0,1,1969,,1991
1118,Male,Yes,White,No,No,1931,2001,Yes,30,5,0,0,1970,,
1119,Male,No,White,No,Yes,1957,2001,Yes,13,2,0,0,1980,,
1120,Male,No,White,No,Yes,1889,1975,No,62,10,0,0,1928,,
1121,Male,Yes,White,No,Yes,1925,2001,Yes,14,1,0,0,1943,,
1122,Male,Yes,White,No,Yes,1941,2001,Yes,33,4,0,0,1971,,
1123,Male,Yes,White,No,Yes,1955,2001,Yes,30,5,0,1,1975,,1980
1124,Male,Yes,White,No,Yes,1938,2001,Yes,60,5,0,0,1958,,
1125,Male,No,White,No,Yes,1908,1985,No,63,18,0,1,1936,,1947
1126,Male,Yes,White,No,No,1907,1961,No,50,2,0,0,1933,,
1127,Male,No,White,No,Yes,1921,2001,Yes,4,2,0,0,1965,,
1128,Male,Yes,White,No,Yes,1923,1995,No,30,6,0,1,1957,,1974
1129,Male,No,White,No,Yes,1935,2001,No,23,8,0,0,1962,,
1130,Female,Yes,White,No,Yes,1957,2001,Yes,31,3,0,3,1980,,1988
1131,Male,Yes,White,Yes,Yes,1920,2001,Yes,205,30,0,4,1927,,1939
1132,Male,Yes,White,No,No,1920,1985,No,32,3,0,0,1952,,
1133,Male,Yes,White,No,Yes,1939,2001,Yes,40,7,0,0,1967,,
1134,Male,No,White,No,Yes,1948,2001,Yes,18,0,0,1,1973,,1977
1135,Female,Yes,White,No,Yes,1904,1991,No,38,8,0,2,1945,,1951
1136,Female,Yes,White,No,Yes,1908,1994,No,36,9,0,1,1940,,1967
1137,Female,No,White,No,Yes,1900,1980,No,1,0,0,1,1938,,1938
1138,Male,No,White,No,No,1900,1953,No,26,8,0,0,1931,,
1139,Male,No,White,No,No,1926,2001,Yes,40,4,0,0,1952,,
1140,Female,Yes,White,No,No,1896,1966,No,160,17,0,0,1934,,
1141,Female,Yes,White,No,Yes,1892,1973,No,78,10,0,0,1929,,
1142,Female,No,White,No,Yes,1972,2001,Yes,9,4,0,1,1990,,1997
1143,Female,Yes,White,No,Yes,1967,2001,Yes,15,3,1,1,1993,1995,1995
1144,Female,No,White,No,Yes,1958,2001,Yes,29,3,0,2,1985,,1992
1145,Female,Yes,White,No,Yes,1902,1984,No,37,8,0,1,1930,,1935
1146,Female,No,White,No,No,1925,2001,Yes,26,7,0,0,1952,,
1147,Female,Yes,White,No,Yes,1964,2001,Yes,20,2,1,1,1984,1992,1992
1148,Female,No,White,No,Yes,1929,2001,Yes,5,1,1,1,1957,1957,1957
1149,Female,No,White,No,No,1910,2001,Yes,52,2,0,0,1931,,
1150,Female,Yes,White,No,Yes,1906,1977,No,20,3,0,0,1949,,
1151,Female,Yes,White,No,Yes,1926,2001,Yes,38,3,0,0,1944,,
1152,Female,No,White,No,Yes,1903,1988,No,49,8,0,0,1949,,
1153,Male,No,White,No,Yes,1877,1943,No,143,18,0,0,1914,,
1154,Male,Yes,White,No,Yes,1890,1963,No,215,29,0,0,1915,,
1155,Male,Yes,White,No,Yes,1920,1966,No,20,11,0,4,1948,,1948
1156,Male,Yes,White,No,No,1888,1963,No,28,6,0,2,1936,,1942
1157,Male,Yes,White,No,Yes,1937,2001,Yes,44,11,0,3,1971,,1987
1158,Male,Yes,White,No,Yes,1889,1954,No,100,18,0,0,1931,,
1159,Male,Yes,Multiracial,No,Yes,1929,1993,No,45,10,0,0,1964,,
1160,Male,No,White,No,Yes,1932,2001,Yes,41,5,0,0,1961,,
1161,Female,Yes,White,No,Yes,1939,1973,No,6,2,0,0,1955,,
1162,Female,Yes,White,Yes,Yes,1905,1993,No,127,22,0,0,1925,,
1163,Female,No,White,No,No,1905,1992,No,11,1,0,0,1950,,
1164,Female,Yes,White,No,Yes,1888,1955,No,99,7,0,0,1935,,
1165,Female,Yes,White,No,No,1950,2001,Yes,26,5,0,0,1973,,
1166,Female,Yes,White,No,No,1920,1989,No,7,0,0,0,1970,,
1167,Female,Yes,White,Yes,Yes,1906,1965,No,40,1,0,1,1927,,1930
1168,Female,Yes,White,No,Yes,1926,2001,Yes,39,2,0,0,1942,,
1169,Female,Yes,White,No,No,1960,2001,Yes,9,2,0,0,1986,,
1170,Female,Yes,White,No,Yes,1921,1995,No,33,4,0,1,1929,,1956
1171,Female,Yes,White,No,No,1921,1991,No,32,6,0,0,1951,,
1172,Female,Yes,White,No,Yes,1928,2000,No,30,5,0,0,1950,,
1173,Female,Yes,White,No,Yes,1928,2001,Yes,18,1,0,1,1949,,1950
1174,Female,No,White,No,Yes,1934,2001,Yes,31,2,0,0,1954,,
1175,Female,Yes,White,No,No,1905,1991,No,19,1,0,0,1924,,
1176,Female,Yes,White,No,Yes,1900,1991,No,36,3,0,0,1941,,
1177,Female,Yes,White,Yes,Yes,1938,1981,No,61,12,0,3,1943,,1955
1178,Female,No,White,No,Yes,1963,2001,Yes,16,2,0,0,1984,,
1179,Male,Yes,White,No,Yes,1937,2001,Yes,110,17,0,1,1970,,1976
1180,Male,No,White,No,Yes,1905,1984,No,57,8,0,0,1938,,
1181,Male,No,White,No,Yes,1920,2001,Yes,63,12,0,0,1948,,
1182,Male,Yes,White,No,Yes,1905,1966,No,146,16,0,0,1938,,
1183,Male,Yes,White,No,No,1921,1992,No,67,7,0,0,1949,,
1184,Male,Yes,White,Yes,Yes,1931,1968,No,35,6,0,1,1952,,1963
1185,Male,Yes,White,No,Yes,1940,2001,Yes,40,6,0,2,1974,,1991
1186,Female,No,White,No,Yes,1945,2001,Yes,13,2,0,0,1967,,
1187,Male,Yes,White,Yes,No,1964,2001,Yes,34,7,1,1,1982,1995,1995
1188,Male,No,White,No,Yes,1928,2001,Yes,55,7,0,0,1954,,
1189,Male,No,White,No,Yes,1929,2001,Yes,32,8,0,1,1972,,1994
1190,Female,No,White,Yes,Yes,1924,2001,Yes,60,9,0,1,1943,,1954
1191,Female,Yes,White,No,No,1952,2001,Yes,10,3,0,0,1988,,
1192,Male,Yes,White,No,No,1930,2001,Yes,1,0,0,1,1986,,1984
1193,Female,No,White,No,Yes,1941,2001,Yes,12,2,0,1,1969,,1987
1194,Female,No,White,No,Yes,1900,1983,No,52,6,1,6,1920,1930,1930
1195,Female,No,White,No,No,1898,1989,No,80,9,0,0,1932,,
1196,Male,Yes,White,No,Yes,1879,1956,No,17,3,0,0,1945,,
1197,Male,No,White,No,Yes,1905,1989,No,33,6,0,0,1937,,
1198,Female,Yes,White,No,Yes,1902,1970,No,50,1,0,0,1932,,
1199,Male,Yes,White,No,Yes,1894,1965,No,6,2,0,0,1950,,
1200,Male,Yes,White,No,No,1896,1959,No,144,14,0,0,1924,,
1201,Male,Yes,White,No,No,1892,1957,No,183,16,0,0,1914,,
1202,Female,Yes,Multiracial,No,Yes,1942,2001,Yes,17,7,0,0,1977,,
1203,Female,No,White,No,Yes,1916,2001,Yes,60,17,2,5,1935,1946,1939
1204,Female,Yes,White,No,Yes,1931,2001,Yes,42,8,1,1,1964,1987,1987
1205,Male,No,White,Yes,Yes,1932,2001,Yes,60,4,0,1,1958,,1962
1206,Female,Yes,White,No,Yes,1906,1955,No,20,3,0,0,1931,,
1207,Female,Yes,Multiracial,No,Yes,1954,2001,Yes,11,2,0,1,1985,,1985
1208,Male,Yes,White,Yes,No,1928,2001,Yes,15,1,0,0,1955,,
1209,Male,Yes,White,No,Yes,1915,1985,No,146,30,0,1,1929,,1941
1210,Male,No,White,No,Yes,1901,1978,No,48,5,0,1,1928,,1948
1211,Male,No,White,Yes,Yes,1922,1984,No,20,9,0,1,1949,,1965
1212,Female,Yes,White,No,Yes,1888,1972,No,56,11,0,0,1915,,
1213,Male,No,White,No,Yes,1906,1988,No,62,4,0,0,1940,,
1214,Female,Yes,White,No,Yes,1957,2001,Yes,16,1,0,0,1988,,
1215,Male,Yes,White,No,Yes,1903,1970,No,113,29,0,0,1934,,
1216,Male,Yes,White,No,Yes,1923,2001,Yes,93,20,0,0,1954,,
1217,Female,Yes,White,No,Yes,1892,1974,No,8,3,0,1,1941,,1941
1218,Female,Yes,White,No,Yes,1921,2001,Yes,8,0,0,0,1946,,
1219,Female,Yes,White,No,Yes,1926,2001,Yes,49,8,1,2,1947,1963,1961
1220,Female,No,White,No,Yes,1925,2000,No,34,2,0,0,1943,,
1221,Female,No,White,No,No,1934,2001,Yes,24,3,0,0,1961,,
1222,Female,Yes,White,No,Yes,1946,2001,Yes,65,9,1,1,1955,1962,1962
1223,Female,Yes,White,Yes,Yes,1945,2001,Yes,21,2,0,1,1956,,1956
1224,Male,Yes,White,No,Yes,1944,2001,Yes,48,9,0,0,1971,,
1225,Male,Yes,White,No,No,1920,1986,No,55,14,0,0,1948,,
1226,Male,Yes,White,Yes,Yes,1952,2001,Yes,35,10,0,0,1982,,
1227,Male,No,White,Yes,Yes,1895,1971,No,87,6,1,1,1928,1943,1943
1228,Male,Yes,White,Yes,Yes,1936,2001,Yes,25,5,0,0,1964,,
1229,Male,Yes,White,No,No,1939,2001,Yes,24,3,0,0,1968,,
1230,Male,No,White,Yes,Yes,1895,1967,No,23,8,1,6,1929,1936,1929
1231,Male,Yes,White,No,Yes,1925,2001,Yes,78,17,1,8,1953,1986,1958
1232,Male,Yes,White,No,Yes,1922,2001,Yes,59,3,0,0,1950,,
1233,Male,No,White,No,Yes,1963,2001,Yes,11,1,0,0,1986,,
1234,Male,No,White,No,Yes,1878,1954,No,16,3,0,0,1941,,
1235,Male,No,White,No,Yes,1922,2001,Yes,28,6,1,2,1926,1966,1966
1236,Male,Yes,White,No,Yes,1908,1986,No,47,10,0,0,1941,,
1237,Male,Yes,White,No,Yes,1941,2001,Yes,65,10,0,1,1969,,1972
1238,Female,Yes,White,Yes,No,1911,1990,No,47,9,0,1,1929,,1943
1239,Female,No,White,No,Yes,1965,2001,Yes,7,0,0,0,1983,,
1240,Female,No,White,No,Yes,1940,2001,Yes,7,1,0,1,1966,,1989
1241,Female,Yes,Multiracial,No,Yes,1918,1990,No,17,2,0,0,1947,,
1242,Female,No,White,No,Yes,1907,1991,No,20,5,1,1,1933,1984,1984
1243,Female,Yes,White,No,No,1925,1999,No,11,2,0,1,1952,,1958
1244,Female,Yes,White,Yes,Yes,1920,2001,Yes,23,4,0,1,1942,,1955
1245,Female,Yes,White,No,No,1892,1978,No,23,3,0,1,1919,,1965
1246,Female,Yes,White,No,Yes,1915,1982,No,11,5,0,0,1935,,
1247,Female,Yes,White,No,Yes,1949,2001,Yes,18,4,0,1,1974,,1978
1248,Female,Yes,White,No,Yes,1940,2001,Yes,23,7,0,0,1971,,
1249,Female,Yes,White,No,Yes,1916,2001,Yes,20,4,0,0,1955,,
1250,Male,No,White,No,Yes,1920,1992,No,63,9,0,0,1954,,
1251,Male,Yes,White,No,Yes,1945,2001,Yes,27,3,0,1,1984,,1993
1252,Male,No,White,No,Yes,1920,1983,No,43,4,0,0,1937,,
1253,Male,No,White,No,No,1912,1984,No,61,11,0,0,1936,,
1254,Male,Yes,White,No,Yes,1922,1995,No,10,2,0,0,1964,,
1255,Male,No,White,No,No,1913,1994,No,108,7,0,0,1939,,
1256,Male,Yes,White,No,No,1927,2001,Yes,98,24,0,2,1958,,1960
1257,Male,No,White,Yes,Yes,1916,1977,No,49,9,1,2,1938,1976,1971
1258,Male,No,White,No,Yes,1953,2001,Yes,24,3,0,1,1973,,1977
1259,Male,Yes,White,No,Yes,1939,2001,Yes,53,5,0,1,1963,,1997
1260,Male,Yes,White,No,Yes,1917,1996,No,40,9,0,0,1941,,
1261,Male,No,White,No,Yes,1946,2001,Yes,5,0,0,0,1977,,
1262,Male,No,White,No,Yes,1932,2001,Yes,57,14,0,7,1955,,1962
1263,Male,No,White,No,No,1925,1980,No,70,12,0,2,1951,,1964
1264,Male,Yes,White,No,No,1912,1968,No,34,4,0,0,1951,,
1265,Male,No,White,No,No,1921,2001,Yes,93,15,2,3,1940,1960,1951
1267,Male,Yes,White,No,No,1913,1985,No,9,0,0,0,1955,,
1268,Male,Yes,White,No,Yes,1894,1974,No,64,9,0,0,1920,,
1269,Male,Yes,White,No,Yes,1932,2001,Yes,35,8,0,0,1970,,
1270,Male,Yes,White,No,Yes,1930,2001,Yes,38,6,0,0,1968,,
1271,Male,Yes,White,No,Yes,1925,2001,Yes,49,4,0,0,1951,,
1272,Male,No,White,Yes,Yes,1905,1975,No,24,3,0,0,1938,,
1273,Male,No,White,No,Yes,1930,2001,Yes,123,13,0,0,1949,,
1274,Male,Yes,White,No,Yes,1890,1981,No,118,14,0,0,1914,,
1275,Female,Yes,White,No,Yes,1920,1993,No,5,0,0,0,1948,,
1276,Female,No,White,No,No,1938,2001,Yes,2,1,0,0,1964,,
1277,Male,Yes,White,No,Yes,1887,1960,No,290,24,0,0,1931,,
1278,Female,Yes,White,Yes,Yes,1932,2001,Yes,63,18,0,3,1950,,1961
1279,Female,Yes,White,Yes,Yes,1956,2001,Yes,26,4,0,0,1976,,
1280,Male,Yes,White,No,No,1888,1953,No,66,14,0,0,1931,,
1281,Male,Yes,White,No,Yes,1949,2001,Yes,33,7,0,0,1977,,
1282,Female,Yes,White,No,No,1915,1960,No,23,5,0,0,1935,,
1283,Female,No,White,No,Yes,1932,2001,Yes,33,5,0,0,1952,,
1284,Female,Yes,White,No,Yes,1908,1978,No,30,8,0,0,1935,,
1285,Female,Yes,White,No,No,1967,2001,Yes,5,1,0,1,1976,,1977
1286,Male,Yes,White,No,Yes,1944,2001,Yes,33,6,0,0,1977,,
1287,Female,No,White,No,Yes,1927,1980,No,32,6,0,1,1953,,1963
1288,Male,Yes,White,No,No,1899,1974,No,80,5,0,0,1930,,
1289,Male,Yes,White,No,Yes,1904,1991,No,137,12,0,1,1931,,1937
1290,Male,No,White,No,Yes,1962,2001,Yes,9,6,0,2,1991,,1993
1291,Male,Yes,White,No,Yes,1916,1987,No,26,5,0,0,1952,,
1292,Male,No,White,No,Yes,1902,1983,No,70,17,0,2,1933,,1949
1293,Male,Yes,White,No,No,1899,1963,No,119,10,0,0,1937,,
1294,Male,Yes,White,No,No,1918,2001,Yes,47,9,0,0,1938,,
1295,Male,Yes,White,No,No,1953,2001,Yes,65,12,0,1,1968,,1973
1296,Male,No,White,Yes,Yes,1940,1995,No,42,4,0,0,1969,,
1297,Male,Yes,White,No,Yes,1890,1965,No,80,15,0,0,1941,,
1298,Male,No,White,No,Yes,1926,1989,No,31,6,0,0,1957,,
1299,Male,No,White,Yes,Yes,1908,1986,No,153,15,1,1,1929,1945,1945
1300,Male,Yes,White,No,No,1902,1976,No,168,22,0,0,1938,,
1301,Male,Yes,White,No,Yes,1905,1980,No,48,10,0,0,1939,,
1302,Male,No,White,No,Yes,1896,1983,No,55,14,0,1,1931,,1940
1303,Male,Yes,White,No,No,1895,1981,No,32,1,0,0,1924,,
1304,Male,Yes,White,Yes,Yes,1919,2001,Yes,43,6,1,1,1944,1957,1957
1305,Male,No,White,No,No,1903,1980,No,54,5,0,0,1931,,
1306,Male,Yes,White,No,Yes,1901,1991,No,172,15,0,0,1922,,
1307,Female,Yes,White,No,Yes,1937,2001,Yes,13,2,0,0,1967,,
1308,Male,Yes,White,No,Yes,1939,2001,Yes,27,4,0,0,1964,,
1309,Male,No,Black,No,Yes,1908,1990,No,52,12,1,2,1930,1964,1963
1310,Male,No,White,No,Yes,1920,2001,Yes,82,8,0,0,1944,,
1311,Male,Yes,White,Yes,Yes,1899,1976,No,142,7,0,0,1925,,
1312,Male,Yes,White,No,Yes,1895,1963,No,65,7,0,2,1916,,1928
1313,Male,No,White,Yes,Yes,1925,1984,No,70,15,0,7,1949,,1952
1314,Male,Yes,White,No,No,1931,1988,No,8,3,0,1,1966,,1970
1315,Male,Yes,White,No,Yes,1935,2001,Yes,50,10,0,0,1960,,
1316,Male,Yes,White,Yes,Yes,1894,1949,No,97,4,0,1,1917,,1931
1317,Male,Yes,White,No,No,1947,2001,Yes,48,14,1,2,1967,1977,1977
1318,Male,Yes,White,No,Yes,1929,2001,Yes,45,10,0,0,1963,,
1319,Male,Yes,White,No,Yes,1920,2000,No,55,9,0,2,1966,,1978
1320,Male,No,White,No,Yes,1932,2001,Yes,62,5,0,2,1959,,1963
1321,Male,Yes,White,No,Yes,1926,1997,No,94,7,0,1,1943,,1971
1322,Male,Yes,White,No,No,1928,2001,Yes,106,14,0,0,1936,,
1323,Male,No,White,No,Yes,1918,2001,Yes,39,7,0,0,1950,,
1324,Male,No,White,Yes,Yes,1919,2001,Yes,55,6,0,1,1949,,1949
1325,Male,Yes,White,No,Yes,1914,2001,Yes,81,11,0,1,1947,,1947
1326,Male,Yes,White,No,Yes,1954,2001,Yes,36,7,0,0,1981,,
1327,Male,Yes,White,No,No,1956,1995,No,15,2,0,0,1980,,
1328,Male,Yes,White,No,Yes,1931,2001,Yes,106,16,0,1,1956,,1983
1329,Female,Yes,White,No,Yes,1918,1987,No,67,9,0,0,1935,,
1330,Female,No,White,Yes,Yes,1931,2001,Yes,54,6,1,1,1945,1961,1961
1331,Male,Yes,White,Yes,Yes,1970,1993,No,17,6,0,1,1985,,1988
1332,Male,No,White,No,Yes,1950,2001,Yes,37,4,0,0,1980,,
1333,Male,Yes,White,No,No,1923,1978,No,13,2,0,0,1931,,
1334,Male,Yes,White,No,Yes,1943,2001,Yes,61,24,2,6,1968,1974,1974
1335,Male,No,White,No,Yes,1905,1958,No,22,9,1,2,1933,1939,1938
1336,Male,Yes,White,No,No,1965,2001,Yes,39,4,0,1,1970,,1992
1337,Male,Yes,Multiracial,No,Yes,1930,2001,Yes,88,26,1,6,1962,1983,1972
1338,Male,Yes,White,No,Yes,1885,1962,No,117,12,0,0,1926,,
1339,Male,Yes,White,No,No,1883,1981,No,124,9,0,0,1931,,
1340,Male,Yes,White,No,Yes,1941,2001,Yes,1,1,0,1,1986,,1997
1341,Male,No,White,No,Yes,1925,2001,Yes,38,4,0,0,1958,,
1342,Male,No,White,No,Yes,1951,2001,Yes,37,5,0,0,1980,,
1343,Male,Yes,White,No,Yes,1917,1979,No,44,9,0,0,1946,,
1344,Male,Yes,White,No,Yes,1930,2001,Yes,78,12,0,1,1956,,1985
1345,Male,Yes,White,No,Yes,1917,1997,No,150,20,0,1,1943,,1945
1346,Male,Yes,White,No,Yes,1904,1981,No,69,9,0,2,1926,,1937
1347,Male,No,White,No,No,1908,1992,No,92,10,0,1,1938,,1938
1348,Male,Yes,White,No,No,1955,2001,Yes,19,2,0,0,1984,,
1349,Male,Yes,White,Yes,Yes,1917,1987,No,58,9,0,1,1938,,1982
1350,Male,Yes,White,No,Yes,1937,2001,Yes,56,18,0,1,1959,,1973
1351,Male,Yes,White,Yes,Yes,1932,1993,No,46,3,0,0,1958,,
1352,Male,Yes,White,No,Yes,1909,1973,No,72,9,0,1,1940,,1947
1353,Male,Yes,White,No,Yes,1927,1978,No,1,0,0,1,1952,,1966
1354,Male,Yes,White,Yes,Yes,1919,2001,Yes,96,5,0,1,1939,,1956
1355,Male,Yes,White,No,No,1913,1975,No,37,4,0,1,1942,,1953
1356,Male,Yes,White,No,Yes,1932,2001,Yes,124,6,0,1,1955,,1959
1357,Male,Yes,White,No,No,1951,2001,Yes,18,3,0,0,1980,,
1358,Male,Yes,White,No,Yes,1907,1998,No,111,18,0,0,1924,,
1359,Male,Yes,White,No,Yes,1924,2001,Yes,28,6,0,0,1971,,
1360,Male,Yes,White,No,No,1952,2001,Yes,69,11,1,4,1971,1997,1987
1361,Female,No,White,No,No,1950,2001,Yes,15,1,0,0,1978,,
1362,Male,Yes,White,Yes,Yes,1925,1985,No,87,12,0,1,1948,,1956
1363,Male,Yes,White,No,Yes,1925,2001,Yes,109,13,1,3,1950,1967,1954
1364,Male,No,White,No,Yes,1906,1976,No,31,7,0,0,1931,,
1365,Male,No,White,No,No,1887,1953,No,68,13,0,1,1922,,1937
1366,Male,No,White,Yes,No,1924,2001,Yes,34,4,0,1,1937,,1968
1367,Male,Yes,White,No,Yes,1946,2001,Yes,43,7,0,0,1976,,
1368,Female,No,White,No,No,1926,2001,Yes,28,3,0,0,1945,,
1369,Male,Yes,White,No,Yes,1942,2001,Yes,23,3,0,0,1980,,
1370,Male,No,White,No,Yes,1891,1958,No,56,19,1,4,1917,1947,1930
1371,Female,Yes,White,No,Yes,1946,2001,Yes,19,3,0,1,1971,,1975
1372,Female,Yes,White,No,Yes,1934,2001,Yes,4,2,0,0,1936,,
1373,Female,Yes,Multiracial,No,Yes,1938,1995,No,31,3,0,0,1971,,
1374,Female,No,White,No,Yes,1884,1959,No,17,4,0,0,1916,,
1375,Female,Yes,White,No,No,1908,1976,No,54,9,0,4,1934,,1942
1376,Female,Yes,White,No,Yes,1959,2001,Yes,48,8,0,0,1977,,
1377,Male,Yes,White,No,No,1892,1962,No,96,12,0,0,1929,,
1378,Male,Yes,White,No,Yes,1925,2001,Yes,48,4,0,0,1961,,
1379,Female,Yes,White,No,Yes,1932,2001,Yes,15,8,0,0,1968,,
1380,Female,Yes,White,No,Yes,1906,2000,No,43,2,0,0,1930,,
1381,Female,Yes,White,No,No,1875,1955,No,17,3,0,0,1935,,
1382,Female,Yes,White,No,Yes,1913,2001,No,50,3,0,0,1931,,
1383,Female,No,White,No,Yes,1930,2001,Yes,16,4,0,1,1954,,1994
1384,Female,No,White,No,Yes,1925,2001,Yes,24,7,0,0,1957,,
1385,Male,No,Multiracial,No,Yes,1942,2001,Yes,24,3,0,0,1974,,
1386,Female,Yes,White,No,Yes,1964,2001,Yes,10,1,0,1,1989,,1993
1387,Female,Yes,White,No,Yes,1929,1995,No,5,0,0,0,1974,,
1388,Male,Yes,White,No,Yes,1900,1975,No,93,12,0,0,1942,,
1389,Male,Yes,White,No,Yes,1935,2001,Yes,42,8,0,2,1963,,1971
1390,Male,Yes,White,No,Yes,1900,1969,No,5,3,0,0,1947,,
1391,Female,Yes,White,No,Yes,1899,1987,No,20,1,0,0,1942,,
1392,Male,Yes,White,No,Yes,1895,1987,No,15,0,0,0,1914,,
